year_month,postal_code,customer_class,total_gallons
201307,78721,Residential,18779100.000000
201303,78730,Residential,11852100.000000
201304,78729,Irrigation - Residential,14700.000000
201304,78758,Multi-Family,44156200.000000
201305,78751,Residential,17372300.000000
201306,78729,Irrigation - Residential,23500.000000
201304,78725,Multi-Family,222800.000000
201302,78748,Irrigation - Residential,13300.000000
201308,78703,Irrigation - Multi-Family,759000.000000
201308,78722,Residential,12215300.000000
201303,78754,Residential,19078600.000000
201307,78717,Irrigation - Residential,48600.000000
201302,78726,Irrigation - Multi-Family,2853500.000000
201303,78705,Irrigation - Residential,68300.000000
201306,78757,Irrigation - Residential,48200.000000
201306,78660,Residential,8435800.000000
201307,78745,Irrigation - Residential,108500.000000
201305,78717,Irrigation - Residential,22800.000000
201303,78759,Multi-Family,34870000.000000
201306,78748,Irrigation - Residential,28900.000000
201304,78754,Irrigation - Residential,14900.000000
201307,78705,Residential,12085000.000000
201302,78754,Irrigation - Residential,0.000000
201305,78726,Irrigation - Multi-Family,5616400.000000
201308,78717,Irrigation - Multi-Family,7782000.000000
201303,78617,Multi-Family,2764300.000000
201304,78724,Irrigation - Residential,10900.000000
201305,78722,Irrigation - Multi-Family,0.000000
201303,78739,Residential,34247600.000000
201302,78729,Residential,19134400.000000
201307,78701,Residential,1469300.000000
201307,78746,Irrigation - Residential,725800.000000
201306,78724,Multi-Family,12552000.000000
201305,78653,Residential,998400.000000
201306,78751,Residential,17404400.000000
201307,78731,Multi-Family,19016400.000000
201308,78721,Irrigation - Multi-Family,244800.000000
201306,78752,Residential,13914200.000000
201303,78701,Irrigation - Multi-Family,234900.000000
201306,78717,Irrigation - Residential,30400.000000
201304,78652,Residential,710700.000000
201305,78758,Irrigation - Multi-Family,3161100.000000
201308,78726,Irrigation - Multi-Family,8023400.000000
201305,78613,Multi-Family,57700.000000
201308,78613,Multi-Family,261300.000000
201306,78652,Irrigation - Residential,62000.000000
201302,78744,Multi-Family,23364800.000000
201304,78753,Irrigation - Residential,2700.000000
201303,78724,Irrigation - Multi-Family,128300.000000
201305,78730,Multi-Family,4189900.000000
201305,78754,Multi-Family,12836900.000000
201302,78703,Residential,43588700.000000
201306,78736,Irrigation - Multi-Family,570300.000000
201307,78753,Residential,57335000.000000
201303,78719,Multi-Family,492900.000000
201306,78717,Irrigation - Multi-Family,5502200.000000
201307,78749,Irrigation - Residential,58300.000000
201305,78742,Multi-Family,329700.000000
201307,78758,Irrigation - Residential,43400.000000
201304,78742,Residential,654200.000000
201305,78731,Irrigation - Residential,609400.000000
201304,78702,Residential,26726600.000000
201303,78717,Irrigation - Multi-Family,2391200.000000
201303,78745,Multi-Family,30725600.000000
201306,78744,Irrigation - Multi-Family,1361000.000000
201305,78701,Residential,1219600.000000
201302,78759,Irrigation - Residential,40900.000000
201302,78741,Multi-Family,79067600.000000
201302,78749,Residential,51621400.000000
201308,78704,Irrigation - Multi-Family,3675600.000000
201306,78660,Irrigation - Residential,9000.000000
201306,78756,Multi-Family,6557900.000000
201304,78736,Multi-Family,2793600.000000
201304,78757,Multi-Family,14071200.000000
201303,78753,Residential,39761900.000000
201306,78728,Irrigation - Multi-Family,1066000.000000
201306,78724,Residential,21779900.000000
201305,78727,Irrigation - Multi-Family,4783400.000000
201304,78728,Residential,4222100.000000
201307,78705,Irrigation - Residential,123600.000000
201306,78749,Irrigation - Residential,66400.000000
201308,78736,Multi-Family,2965500.000000
201304,78744,Multi-Family,26201500.000000
201303,78753,Multi-Family,49529800.000000
201306,78729,Multi-Family,22898400.000000
201307,78701,Irrigation - Multi-Family,343400.000000
201305,78750,Irrigation - Multi-Family,1943300.000000
201307,78704,Irrigation - Multi-Family,2407500.000000
201303,78705,Irrigation - Multi-Family,380800.000000
201305,78746,Irrigation - Multi-Family,1021100.000000
201305,78724,Irrigation - Residential,21200.000000
201305,78652,Residential,811900.000000
201308,78652,Irrigation - Residential,54800.000000
201303,78758,Irrigation - Residential,5000.000000
201302,78756,Residential,9963500.000000
201302,78757,Irrigation - Residential,40100.000000
201305,78741,Irrigation - Residential,9800.000000
201305,78702,Multi-Family,9904600.000000
201304,78653,Residential,865800.000000
201302,78745,Irrigation - Multi-Family,1629500.000000
201304,78723,Irrigation - Multi-Family,330400.000000
201303,78724,Multi-Family,11816900.000000
201307,78752,Multi-Family,22034400.000000
201306,78617,Residential,21134100.000000
201302,78702,Residential,24337600.000000
201308,78717,Multi-Family,8850900.000000
201305,78758,Irrigation - Residential,20900.000000
201307,78722,Multi-Family,2153000.000000
201307,78736,Multi-Family,2783600.000000
201306,78736,Multi-Family,2739300.000000
201304,78719,Multi-Family,393400.000000
201305,78754,Irrigation - Multi-Family,1926600.000000
201304,78660,Multi-Family,132700.000000
201307,78653,Residential,1370500.000000
201306,78703,Multi-Family,12222800.000000
201305,78729,Irrigation - Multi-Family,2748200.000000
201307,78751,Irrigation - Residential,130500.000000
201307,78757,Residential,48394700.000000
201305,78617,Irrigation - Residential,4500.000000
201303,78745,Irrigation - Residential,30100.000000
201307,78729,Residential,32280900.000000
201303,78744,Multi-Family,24114600.000000
201303,78717,Multi-Family,7806900.000000
201306,78745,Irrigation - Residential,56900.000000
201306,78750,Irrigation - Multi-Family,2300500.000000
201304,78726,Multi-Family,11645200.000000
201305,78721,Residential,15194600.000000
201304,78751,Multi-Family,13037400.000000
201304,78739,Residential,42570700.000000
201303,78751,Irrigation - Multi-Family,282900.000000
201305,78746,Multi-Family,14463800.000000
201305,78757,Residential,38478500.000000
201307,78742,Multi-Family,335700.000000
201302,78744,Irrigation - Residential,1400.000000
201306,78745,Irrigation - Multi-Family,2861600.000000
201303,78747,Irrigation - Multi-Family,445100.000000
201306,78721,Irrigation - Residential,4500.000000
201303,78752,Multi-Family,19768200.000000
201308,78703,Multi-Family,12945300.000000
201305,78724,Multi-Family,12301000.000000
201305,78750,Irrigation - Residential,24000.000000
201303,78748,Irrigation - Residential,11300.000000
201308,78653,Residential,1153400.000000
201307,78758,Irrigation - Multi-Family,4111900.000000
201308,78735,Irrigation - Multi-Family,3387900.000000
201303,78729,Irrigation - Multi-Family,1494800.000000
201303,78735,Irrigation - Multi-Family,1382800.000000
201303,78702,Residential,26430200.000000
201307,78724,Multi-Family,12906800.000000
201304,78747,Residential,23208400.000000
201304,78730,Irrigation - Multi-Family,768900.000000
201305,78704,Residential,48425400.000000
201308,78726,Multi-Family,11875000.000000
201303,78749,Residential,59816700.000000
201307,78756,Multi-Family,6377800.000000
201307,78728,Irrigation - Multi-Family,1764300.000000
201302,78748,Irrigation - Multi-Family,5335100.000000
201305,78739,Residential,45747200.000000
201303,78736,Irrigation - Residential,2900.000000
201308,78729,Irrigation - Residential,15900.000000
201307,78723,Multi-Family,22550500.000000
201304,78731,Residential,66976200.000000
201307,78736,Irrigation - Residential,22700.000000
201305,78756,Irrigation - Residential,53200.000000
201307,78702,Irrigation - Residential,38500.000000
201303,78758,Irrigation - Multi-Family,2286400.000000
201304,78704,Residential,46225100.000000
201302,78759,Multi-Family,33228400.000000
201304,78748,Irrigation - Multi-Family,4556900.000000
201303,78701,Residential,1217500.000000
201307,78728,Residential,5853800.000000
201304,78701,Irrigation - Multi-Family,237700.000000
201307,78726,Multi-Family,11719500.000000
201307,78617,Multi-Family,3775300.000000
201304,78730,Multi-Family,4460100.000000
201305,78703,Irrigation - Residential,1338800.000000
201307,78721,Irrigation - Residential,8200.000000
201306,78736,Irrigation - Residential,20400.000000
201312,78717,Irrigation - Multi-Family,1194600.000000
201312,78726,Irrigation - Residential,2800.000000
201308,78757,Multi-Family,15774300.000000
201402,78728,Residential,3523900.000000
201312,78748,Irrigation - Multi-Family,2046600.000000
201401,78756,Irrigation - Multi-Family,55600.000000
201402,78712,Residential,0.000000
201402,78724,Multi-Family,11150800.000000
201401,78703,Multi-Family,11788700.000000
201401,78730,Residential,9334700.000000
201309,78724,Multi-Family,13127900.000000
201310,78701,Multi-Family,13685700.000000
201310,78739,Residential,47305700.000000
201402,78749,Multi-Family,14571300.000000
201309,78705,Irrigation - Multi-Family,566100.000000
201312,78653,Multi-Family,95000.000000
201311,78705,Irrigation - Residential,25200.000000
201309,78751,Multi-Family,13606400.000000
201310,78705,Irrigation - Multi-Family,454200.000000
201402,78729,Irrigation - Multi-Family,761600.000000
201402,78746,Irrigation - Residential,246800.000000
201310,78750,Multi-Family,13259900.000000
201310,78617,Multi-Family,3660400.000000
201311,78754,Residential,18472800.000000
201310,78746,Residential,39163900.000000
201309,78747,Multi-Family,8053300.000000
201401,78750,Irrigation - Multi-Family,475900.000000
201402,78723,Irrigation - Multi-Family,17500.000000
201309,78754,Irrigation - Residential,200.000000
201402,78652,Residential,612200.000000
201311,78702,Irrigation - Residential,600.000000
201401,78730,Irrigation - Multi-Family,182300.000000
201311,78736,Irrigation - Multi-Family,744200.000000
201311,78749,Multi-Family,14617300.000000
201402,78753,Residential,33539800.000000
201401,78652,Irrigation - Residential,63500.000000
201309,78741,Irrigation - Multi-Family,3237000.000000
201401,78739,Residential,30697400.000000
201310,78730,Irrigation - Residential,163900.000000
201402,78745,Residential,63838900.000000
201310,78726,Multi-Family,11461000.000000
201402,78731,Irrigation - Multi-Family,86200.000000
201311,78728,Multi-Family,7905500.000000
201309,78729,Irrigation - Residential,16300.000000
201309,78746,Irrigation - Residential,835500.000000
201312,78735,Irrigation - Multi-Family,740700.000000
201402,78758,Irrigation - Multi-Family,900800.000000
201311,78742,Residential,693000.000000
201312,78724,Irrigation - Multi-Family,219300.000000
201312,78754,Multi-Family,11931900.000000
201402,78613,Multi-Family,288900.000000
201309,78735,Residential,36897000.000000
201312,78744,Irrigation - Residential,1600.000000
201309,78756,Irrigation - Multi-Family,138000.000000
201311,78723,Residential,30951100.000000
201309,78717,Multi-Family,9117900.000000
201402,78717,Residential,19582300.000000
201401,78746,Irrigation - Multi-Family,285900.000000
201310,78757,Irrigation - Residential,39700.000000
201310,78744,Irrigation - Residential,1200.000000
201310,78749,Irrigation - Residential,26800.000000
201311,78724,Irrigation - Residential,12600.000000
201309,78702,Residential,30965500.000000
201309,78617,Multi-Family,3998800.000000
201311,78745,Irrigation - Multi-Family,2885000.000000
201310,78756,Multi-Family,6333400.000000
201311,78750,Residential,44939000.000000
201402,78741,Multi-Family,78583400.000000
201310,78741,Multi-Family,85636800.000000
201402,78728,Irrigation - Multi-Family,178100.000000
201310,78722,Irrigation - Multi-Family,0.000000
201309,78704,Residential,66433700.000000
201312,78730,Irrigation - Residential,48200.000000
201402,78747,Irrigation - Multi-Family,442000.000000
201401,78729,Irrigation - Multi-Family,525600.000000
201402,78703,Multi-Family,10548100.000000
201309,78701,Irrigation - Multi-Family,612900.000000
201403,78617,Residential,17819700.000000
201308,78749,Irrigation - Multi-Family,7524500.000000
201309,78725,Residential,2622200.000000
201311,78731,Multi-Family,17519900.000000
201401,78753,Residential,42695800.000000
201401,78731,Multi-Family,18703700.000000
201308,78741,Irrigation - Residential,51500.000000
201312,78747,Multi-Family,6872100.000000
201402,78741,Irrigation - Residential,4500.000000
201312,78660,Irrigation - Residential,8400.000000
201402,78750,Residential,39336300.000000
201311,78727,Residential,33441200.000000
201311,78754,Irrigation - Multi-Family,2131200.000000
201402,78753,Multi-Family,47531900.000000
201311,78703,Residential,44931800.000000
201402,78724,Irrigation - Multi-Family,99100.000000
201401,78737,Residential,5532000.000000
201311,78617,Residential,17841900.000000
201311,78750,Irrigation - Multi-Family,1496000.000000
201310,78653,Residential,832300.000000
201402,78722,Irrigation - Multi-Family,0.000000
201401,78617,Multi-Family,3335800.000000
201402,78729,Residential,17499300.000000
201401,78741,Irrigation - Residential,4400.000000
201402,78717,Irrigation - Residential,2800.000000
201309,78729,Multi-Family,25251300.000000
201312,78742,Multi-Family,322700.000000
201401,78749,Multi-Family,17195200.000000
201310,78757,Residential,36258000.000000
201310,78736,Irrigation - Residential,3900.000000
201402,78704,Residential,38039200.000000
201312,78727,Residential,30945600.000000
201312,78756,Multi-Family,5802300.000000
201401,78724,Irrigation - Multi-Family,203700.000000
201309,78731,Irrigation - Residential,935300.000000
201312,78750,Irrigation - Multi-Family,1273400.000000
201310,78704,Multi-Family,49316700.000000
201402,78757,Multi-Family,13250500.000000
201402,78731,Residential,42885400.000000
201308,78753,Multi-Family,55435100.000000
201401,78717,Multi-Family,10084400.000000
201309,78758,Residential,57231900.000000
201401,78745,Residential,73034400.000000
201311,78722,Residential,7713900.000000
201310,78725,Multi-Family,346600.000000
201312,78721,Multi-Family,4697800.000000
201309,78750,Irrigation - Residential,48200.000000
201402,78751,Residential,14241400.000000
201311,78746,Irrigation - Residential,196500.000000
201310,78722,Residential,9354800.000000
201402,78660,Irrigation - Residential,7900.000000
201311,78701,Irrigation - Multi-Family,304500.000000
201309,78660,Residential,10108200.000000
201312,78749,Residential,48373800.000000
201312,78730,Multi-Family,4194900.000000
201310,78721,Multi-Family,4761800.000000
201310,78728,Irrigation - Multi-Family,1503700.000000
201311,78731,Residential,50133300.000000
201401,78753,Multi-Family,60503100.000000
201311,78617,Irrigation - Residential,3500.000000
201402,78727,Residential,29515000.000000
201312,78702,Irrigation - Residential,1100.000000
201308,78748,Irrigation - Multi-Family,10731500.000000
201311,78757,Multi-Family,13500800.000000
201312,78751,Residential,14437200.000000
201401,78758,Residential,40815300.000000
201402,78752,Irrigation - Multi-Family,181500.000000
201310,78724,Multi-Family,12441800.000000
201401,78702,Residential,27666300.000000
201310,78759,Irrigation - Multi-Family,1543400.000000
201310,78719,Residential,1447700.000000
201402,78747,Irrigation - Residential,1800.000000
201401,78742,Multi-Family,483800.000000
201309,78744,Multi-Family,28082400.000000
201310,78652,Residential,725000.000000
201311,78727,Irrigation - Multi-Family,2294500.000000
201401,78736,Irrigation - Multi-Family,673200.000000
201310,78703,Multi-Family,12162400.000000
201310,78756,Irrigation - Residential,52100.000000
201310,78754,Irrigation - Residential,3100.000000
201312,78727,Irrigation - Multi-Family,1171000.000000
201311,78756,Irrigation - Multi-Family,72300.000000
201402,78759,Multi-Family,31900600.000000
201311,78759,Residential,53396100.000000
201310,78704,Residential,49282500.000000
201310,78617,Irrigation - Residential,4200.000000
201312,78745,Irrigation - Multi-Family,1225200.000000
201311,78653,Residential,711500.000000
201402,78735,Residential,13722200.000000
201311,78748,Residential,61033000.000000
201401,78749,Irrigation - Residential,3300.000000
201402,78754,Residential,17041000.000000
201312,78617,Residential,18743400.000000
201312,78704,Irrigation - Residential,78600.000000
201308,78753,Irrigation - Multi-Family,6498800.000000
201309,78750,Residential,94212000.000000
201402,78742,Residential,726500.000000
201310,78723,Irrigation - Multi-Family,234500.000000
201311,78722,Irrigation - Multi-Family,0.000000
201309,78736,Residential,19502500.000000
201309,78757,Irrigation - Multi-Family,92200.000000
201308,78744,Multi-Family,27818200.000000
201401,78745,Irrigation - Residential,25600.000000
201312,78756,Irrigation - Residential,14300.000000
201308,78758,Multi-Family,53867900.000000
201312,78721,Irrigation - Multi-Family,600.000000
201402,78736,Irrigation - Multi-Family,206500.000000
201402,78751,Irrigation - Residential,34400.000000
201310,78701,Irrigation - Multi-Family,539400.000000
201312,78726,Irrigation - Multi-Family,1483100.000000
201309,78653,Residential,1238800.000000
201401,78754,Irrigation - Residential,26200.000000
201401,78702,Irrigation - Multi-Family,831100.000000
201312,78759,Residential,48437000.000000
201402,78748,Irrigation - Multi-Family,2161200.000000
201310,78750,Irrigation - Multi-Family,2513900.000000
201312,78746,Multi-Family,11540100.000000
201310,78737,Irrigation - Residential,5600.000000
201309,78705,Residential,13662300.000000
201309,78724,Irrigation - Multi-Family,563200.000000
201309,78739,Residential,80566800.000000
201308,78750,Multi-Family,14558700.000000
201312,78719,Multi-Family,537600.000000
201311,78717,Irrigation - Residential,10400.000000
201310,78727,Residential,44690400.000000
201402,78746,Irrigation - Multi-Family,130200.000000
201401,78744,Irrigation - Multi-Family,1071600.000000
201402,78721,Residential,12497200.000000
201310,78745,Irrigation - Residential,41500.000000
201309,78756,Multi-Family,6375400.000000
201311,78735,Residential,16642800.000000
201402,78653,Residential,708100.000000
201309,78751,Residential,21994200.000000
201310,78705,Irrigation - Residential,86000.000000
201309,78747,Irrigation - Multi-Family,1508100.000000
201401,78758,Multi-Family,52533500.000000
201401,78750,Irrigation - Residential,100.000000
201403,78653,Multi-Family,68400.000000
201311,78728,Residential,3915100.000000
201312,78741,Irrigation - Residential,7000.000000
201311,78704,Irrigation - Multi-Family,1665400.000000
201401,78723,Irrigation - Multi-Family,70300.000000
201402,78730,Irrigation - Residential,45300.000000
201310,78730,Multi-Family,4509300.000000
201402,78744,Irrigation - Residential,200.000000
201309,78728,Multi-Family,7206700.000000
201309,78742,Multi-Family,374500.000000
201401,78728,Residential,4185800.000000
201311,78724,Multi-Family,11880600.000000
201310,78758,Irrigation - Residential,31000.000000
201311,78744,Residential,47427800.000000
201310,78753,Multi-Family,56178400.000000
201402,78726,Residential,11141400.000000
201402,78756,Residential,9272100.000000
201401,78759,Irrigation - Residential,60300.000000
201309,78757,Residential,59441100.000000
201310,78744,Irrigation - Multi-Family,2223900.000000
201310,78754,Residential,21914200.000000
201401,78746,Multi-Family,13106900.000000
201311,78751,Residential,15320300.000000
201311,78747,Irrigation - Residential,3200.000000
201401,78735,Irrigation - Multi-Family,466900.000000
201312,78725,Multi-Family,309800.000000
201402,78721,Multi-Family,5068800.000000
201310,78750,Irrigation - Residential,44800.000000
201311,78752,Multi-Family,22054200.000000
201312,78703,Multi-Family,10734800.000000
201403,78613,Irrigation - Multi-Family,565300.000000
201310,78731,Irrigation - Residential,662700.000000
201311,78744,Multi-Family,25713700.000000
201308,78758,Residential,54151700.000000
201402,78739,Residential,27645600.000000
201311,78717,Residential,24053100.000000
201401,78613,Irrigation - Multi-Family,478900.000000
201311,78757,Irrigation - Residential,75300.000000
201311,78730,Residential,10156600.000000
201310,78751,Multi-Family,12844300.000000
201401,78723,Multi-Family,23286700.000000
201312,78724,Multi-Family,12139200.000000
201309,78660,Multi-Family,134300.000000
201309,78721,Irrigation - Multi-Family,277800.000000
201309,78652,Irrigation - Residential,44900.000000
201308,78746,Multi-Family,15761500.000000
201311,78741,Irrigation - Residential,10600.000000
201312,78745,Irrigation - Residential,21000.000000
201309,78746,Irrigation - Multi-Family,1231800.000000
201308,78744,Irrigation - Residential,3500.000000
201402,78721,Irrigation - Multi-Family,100.000000
201309,78704,Irrigation - Residential,330100.000000
201312,78754,Irrigation - Multi-Family,1097300.000000
201401,78727,Irrigation - Multi-Family,995800.000000
201309,78736,Multi-Family,2959500.000000
201402,78701,Irrigation - Multi-Family,359000.000000
201309,78750,Multi-Family,15160800.000000
201312,78730,Irrigation - Multi-Family,157100.000000
201402,78721,Irrigation - Residential,400.000000
201403,78613,Multi-Family,272800.000000
201310,78735,Residential,24650000.000000
201312,78752,Irrigation - Multi-Family,163400.000000
201402,78748,Multi-Family,17189800.000000
201401,78757,Residential,30283000.000000
201311,78751,Multi-Family,12636700.000000
201402,78741,Residential,16752000.000000
201312,78613,Multi-Family,226300.000000
201311,78726,Irrigation - Multi-Family,4603900.000000
201401,78735,Residential,15937800.000000
201310,78702,Multi-Family,9993600.000000
201310,78728,Multi-Family,8516500.000000
201311,78747,Irrigation - Multi-Family,457800.000000
201308,78744,Residential,60928900.000000
201312,78749,Irrigation - Multi-Family,1705600.000000
201402,78757,Residential,26295500.000000
201312,78759,Irrigation - Multi-Family,324600.000000
201310,78717,Irrigation - Multi-Family,6141100.000000
201312,78728,Irrigation - Multi-Family,460600.000000
201310,78744,Residential,47895200.000000
201310,78753,Irrigation - Residential,2600.000000
201309,78759,Irrigation - Residential,227700.000000
201309,78726,Multi-Family,12205600.000000
201311,78738,Residential,6500.000000
201308,78753,Residential,55291500.000000
201309,78730,Irrigation - Multi-Family,849300.000000
201312,78750,Residential,39811500.000000
201312,78717,Residential,21327700.000000
201402,78751,Irrigation - Multi-Family,208000.000000
201311,78704,Multi-Family,49243100.000000
201311,78729,Irrigation - Residential,15600.000000
201311,78721,Multi-Family,4778500.000000
201312,78702,Irrigation - Multi-Family,501600.000000
201308,78745,Irrigation - Residential,83000.000000
201402,78726,Irrigation - Multi-Family,1278500.000000
201312,78737,Irrigation - Residential,3500.000000
201310,78746,Multi-Family,14594100.000000
201402,78747,Residential,18753300.000000
201309,78745,Multi-Family,33908400.000000
201308,78752,Multi-Family,22701100.000000
201311,78748,Irrigation - Residential,15100.000000
201308,78758,Irrigation - Multi-Family,4545800.000000
201401,78701,Residential,895300.000000
201401,78742,Residential,887300.000000
201311,78727,Irrigation - Residential,14700.000000
201312,78757,Irrigation - Residential,23700.000000
201402,78752,Multi-Family,21122200.000000
201311,78757,Irrigation - Multi-Family,46000.000000
201309,78748,Irrigation - Residential,31800.000000
201309,78722,Residential,12433800.000000
201309,78613,Multi-Family,155700.000000
201401,78703,Residential,40862400.000000
201401,78660,Irrigation - Multi-Family,6000.000000
201402,78722,Residential,7537700.000000
201309,78712,Residential,0.000000
201402,78726,Irrigation - Residential,1700.000000
201402,78745,Irrigation - Residential,27000.000000
201309,78737,Residential,13093100.000000
201401,78705,Residential,8521600.000000
201312,78705,Irrigation - Residential,44200.000000
201402,78719,Residential,1504800.000000
201309,78703,Multi-Family,13267500.000000
201311,78736,Residential,10102200.000000
201401,78735,Multi-Family,9682000.000000
201311,78660,Multi-Family,134500.000000
201309,78752,Irrigation - Multi-Family,623300.000000
201312,78758,Irrigation - Multi-Family,1198400.000000
201402,78705,Irrigation - Residential,28100.000000
201401,78751,Multi-Family,12175400.000000
201309,78758,Irrigation - Residential,47600.000000
201310,78703,Irrigation - Residential,1455400.000000
201402,78702,Irrigation - Multi-Family,557000.000000
201308,78746,Irrigation - Residential,749300.000000
201312,78722,Multi-Family,1952200.000000
201309,78721,Irrigation - Residential,12900.000000
201310,78727,Irrigation - Multi-Family,4025900.000000
201311,78752,Residential,11947700.000000
201312,78739,Irrigation - Residential,700.000000
201310,78739,Irrigation - Residential,2200.000000
201308,78742,Multi-Family,350400.000000
201310,78748,Multi-Family,16976500.000000
201402,78729,Multi-Family,19560900.000000
201402,78754,Irrigation - Residential,28500.000000
201401,78617,Irrigation - Residential,4200.000000
201309,78726,Irrigation - Multi-Family,8262700.000000
201310,78717,Residential,34246000.000000
201311,78724,Residential,18329200.000000
201312,78746,Irrigation - Multi-Family,489500.000000
201401,78704,Irrigation - Multi-Family,827100.000000
201402,78737,Irrigation - Residential,3100.000000
201310,78759,Irrigation - Residential,122700.000000
201309,78731,Irrigation - Multi-Family,1263100.000000
201312,78701,Residential,780100.000000
201311,78703,Irrigation - Residential,796600.000000
201402,78759,Residential,45118200.000000
201312,78750,Multi-Family,12998000.000000
201401,78756,Multi-Family,6741000.000000
201312,78731,Multi-Family,17056600.000000
201309,78727,Residential,65630000.000000
201308,78756,Irrigation - Multi-Family,102400.000000
201310,78749,Residential,64462400.000000
201310,78660,Irrigation - Residential,9400.000000
201312,78753,Irrigation - Residential,1700.000000
201308,78750,Irrigation - Residential,37600.000000
201309,78719,Residential,2185700.000000
201402,78727,Multi-Family,16690000.000000
201309,78745,Irrigation - Multi-Family,4105400.000000
201309,78754,Residential,29046800.000000
201308,78757,Irrigation - Residential,71800.000000
201312,78741,Irrigation - Multi-Family,1467700.000000
201308,78759,Irrigation - Multi-Family,1802900.000000
201312,78723,Residential,30863600.000000
201309,78703,Residential,84456900.000000
201309,78702,Irrigation - Multi-Family,1496100.000000
201402,78731,Irrigation - Residential,226000.000000
201311,78736,Irrigation - Residential,3600.000000
201309,78753,Multi-Family,57117800.000000
201309,78717,Irrigation - Residential,54200.000000
201402,78725,Multi-Family,248100.000000
201309,78723,Irrigation - Multi-Family,347400.000000
201308,78749,Irrigation - Residential,38200.000000
201401,78660,Multi-Family,208100.000000
201311,78653,Multi-Family,51300.000000
201312,78747,Irrigation - Multi-Family,619600.000000
201310,78726,Irrigation - Multi-Family,5967900.000000
201401,78717,Irrigation - Multi-Family,1153800.000000
201311,78750,Multi-Family,12659700.000000
201401,78705,Irrigation - Multi-Family,303800.000000
201311,78660,Irrigation - Residential,13200.000000
201310,78757,Multi-Family,15592000.000000
201402,78749,Residential,46086000.000000
201309,78753,Irrigation - Multi-Family,5548000.000000
201311,78756,Multi-Family,6213700.000000
201308,78747,Multi-Family,8492900.000000
201312,78758,Irrigation - Residential,11000.000000
201309,78748,Multi-Family,18002600.000000
201309,78758,Irrigation - Multi-Family,4914100.000000
201401,78727,Residential,34492600.000000
201402,78745,Irrigation - Multi-Family,890000.000000
201402,78730,Irrigation - Multi-Family,112700.000000
201401,78747,Irrigation - Multi-Family,386000.000000
201310,78747,Irrigation - Residential,500.000000
201309,78744,Residential,56023700.000000
201401,78704,Residential,43305200.000000
201312,78741,Residential,17502500.000000
201309,78749,Multi-Family,15083400.000000
201311,78746,Multi-Family,12801400.000000
201312,78746,Irrigation - Residential,292300.000000
201312,78705,Residential,8806700.000000
201309,78728,Irrigation - Multi-Family,2650200.000000
201402,78757,Irrigation - Multi-Family,600.000000
201310,78758,Irrigation - Multi-Family,3201000.000000
201308,78754,Multi-Family,15578000.000000
201308,78751,Irrigation - Residential,123500.000000
201312,78753,Irrigation - Multi-Family,1655900.000000
201312,78736,Irrigation - Multi-Family,459100.000000
201403,78652,Residential,603600.000000
201312,78660,Multi-Family,146700.000000
201311,78753,Multi-Family,53207600.000000
201310,78724,Irrigation - Multi-Family,483500.000000
201310,78660,Irrigation - Multi-Family,2500.000000
201310,78705,Multi-Family,36842500.000000
201310,78748,Irrigation - Multi-Family,7145100.000000
201401,78722,Irrigation - Multi-Family,0.000000
201401,78724,Multi-Family,13421800.000000
201310,78730,Irrigation - Multi-Family,647300.000000
201402,78738,Residential,7600.000000
201311,78717,Multi-Family,8786000.000000
201309,78729,Residential,36778400.000000
201310,78704,Irrigation - Multi-Family,3461900.000000
201312,78723,Irrigation - Multi-Family,58400.000000
201310,78752,Multi-Family,22269000.000000
201311,78702,Residential,24741700.000000
201308,78759,Residential,107671900.000000
201308,78748,Irrigation - Residential,34000.000000
201312,78754,Residential,18017100.000000
201308,78745,Multi-Family,36737200.000000
201401,78736,Multi-Family,2851500.000000
201309,78702,Irrigation - Residential,50900.000000
201311,78741,Irrigation - Multi-Family,2930000.000000
201311,78705,Residential,9690400.000000
201312,78745,Multi-Family,30722300.000000
201402,78702,Residential,23589200.000000
201309,78753,Irrigation - Residential,20100.000000
201312,78751,Irrigation - Multi-Family,421700.000000
201311,78726,Irrigation - Residential,5100.000000
201311,78758,Irrigation - Residential,6900.000000
201402,78749,Irrigation - Multi-Family,973400.000000
201311,78613,Multi-Family,207600.000000
201310,78721,Irrigation - Residential,2400.000000
201310,78735,Multi-Family,10057100.000000
201402,78724,Residential,17501700.000000
201402,78741,Irrigation - Multi-Family,813200.000000
201312,78617,Multi-Family,3142800.000000
201311,78730,Multi-Family,4253700.000000
201311,78722,Multi-Family,2256000.000000
201311,78746,Irrigation - Multi-Family,596600.000000
201310,78723,Residential,34587900.000000
201401,78726,Residential,13616200.000000
201309,78749,Residential,99580000.000000
201312,78749,Irrigation - Residential,3100.000000
201402,78758,Irrigation - Residential,7800.000000
201312,78759,Multi-Family,34873700.000000
201309,78741,Residential,22808200.000000
201311,78749,Irrigation - Residential,25900.000000
201311,78759,Irrigation - Residential,25600.000000
201312,78729,Multi-Family,21532700.000000
201401,78725,Residential,2254200.000000
201311,78745,Residential,66385400.000000
201312,78712,Residential,0.000000
201308,78754,Residential,29027500.000000
201309,78759,Residential,118174900.000000
201309,78724,Irrigation - Residential,45000.000000
201310,78742,Residential,692900.000000
201402,78736,Irrigation - Residential,29900.000000
201312,78735,Multi-Family,8565800.000000
201402,78750,Irrigation - Residential,0.000000
201311,78739,Irrigation - Residential,8700.000000
